node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,0,0.16,37.0,1000.0,True,False,[],"[1, 2, 3]"
2,1,1,3,0.23,23.0,7.6,False,False,[0],"[4, 11]"
3,1,2,1,0.04,34.0,1.2,False,False,[0],"[5, 7, 8]"
4,1,3,2,0.02,7.0,1.1,False,False,[0],"[5, 6, 7]"
5,2,1,5,0.14,27.0,3.1,False,False,[1],[11]
6,2,2,6,0.24,2.0,9.0,False,False,"[2, 3]",[11]
7,2,3,7,0.07,25.0,2.2,False,False,[3],[10]
8,2,4,4,0.03,35.0,1.6,False,False,"[2, 3]",[8]
9,3,1,8,0.18,30.0,3.8,False,False,"[2, 7]",[9]
10,4,1,11,0.14,8.0,2.8,False,False,[8],[12]
11,4,2,10,0.21,14.0,7.0,False,False,[6],[12]
12,4,3,9,0.23,5.0,8.4,False,False,"[1, 4, 5]",[12]
13,5,1,12,0.09,7.0,2.6,False,True,"[9, 10, 11]",[]
