node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,0,0.1,10.0,1000.0,True,False,[],[1]
2,1,1,1,0.22,33.0,3.5,False,False,[0],"[2, 3, 4, 7]"
3,2,1,4,0.12,3.0,6.0,False,False,[1],[8]
4,3,1,3,0.21,15.0,4.8,False,False,[1],"[5, 6]"
5,3,2,2,0.3,29.0,3.3,False,False,[1],[5]
6,4,1,6,0.13,38.0,2.1,False,False,"[3, 4]",[9]
7,4,2,7,0.24,29.0,6.6,False,False,[3],[9]
8,4,3,5,0.23,9.0,6.4,False,False,[1],[9]
9,4,4,8,0.16,15.0,6.4,False,False,[2],[9]
10,5,1,9,0.26,39.0,3.5,False,True,"[5, 6, 7, 8]",[]
