node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,0,0.04,39.0,1000.0,True,False,[],"[1, 2]"
2,1,1,2,0.08,17.0,3.5,False,False,[0],"[4, 7]"
3,1,2,1,0.23,39.0,3.3,False,False,[0],"[3, 8]"
4,2,1,3,0.24,39.0,4.0,False,False,[2],[6]
5,2,2,4,0.12,23.0,5.2,False,False,[1],"[5, 7]"
6,3,1,7,0.14,40.0,4.3,False,False,[4],[9]
7,3,2,6,0.22,12.0,3.2,False,False,[3],[9]
8,3,3,8,0.25,3.0,4.2,False,False,"[1, 4]",[9]
9,3,4,5,0.2,2.0,6.6,False,False,[2],[9]
10,4,1,9,0.24,18.0,2.1,False,True,"[5, 6, 7, 8]",[]
