node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,0,0.11,17.0,1000.0,True,False,[],"[1, 2, 3]"
2,1,1,3,0.06,10.0,3.1,False,False,[0],[11]
3,1,2,1,0.08,14.0,2.1,False,False,[0],"[4, 5, 6, 8]"
4,1,3,2,0.05,34.0,2.7,False,False,[0],[12]
5,2,1,5,0.29,14.0,10.0,False,False,[2],"[9, 10, 12]"
6,2,2,4,0.2,39.0,2.9,False,False,[2],"[7, 8]"
7,2,3,6,0.26,10.0,8.6,False,False,[2],[7]
8,3,1,8,0.14,14.0,6.9,False,False,"[5, 6]",[13]
9,3,2,7,0.21,32.0,2.2,False,False,"[2, 5]",[11]
10,4,1,9,0.22,8.0,6.0,False,False,[4],[11]
11,5,1,10,0.09,16.0,2.5,False,False,[4],[14]
12,5,2,12,0.3,21.0,4.6,False,False,"[1, 9, 8]",[14]
13,5,3,11,0.17,10.0,5.7,False,False,"[3, 4]",[14]
14,5,4,13,0.3,1.0,8.2,False,False,[7],[14]
15,6,1,14,0.16,10.0,2.8,False,True,"[10, 11, 12, 13]",[]
