node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,0,0.03,21.0,1000.0,True,False,[],"[1, 2]"
2,1,1,2,0.26,14.0,5.0,False,False,[0],"[3, 5, 11]"
3,1,2,1,0.19,39.0,3.7,False,False,[0],"[4, 7, 9]"
4,2,1,3,0.08,9.0,5.3,False,False,[1],[7]
5,2,2,4,0.17,14.0,2.4,False,False,[2],"[6, 8]"
6,3,1,5,0.14,10.0,5.7,False,False,[1],[8]
7,3,2,9,0.09,33.0,3.5,False,False,[4],[10]
8,4,1,7,0.09,31.0,5.5,False,False,"[2, 3]",[11]
9,5,1,8,0.06,8.0,2.2,False,False,"[4, 5]","[10, 12]"
10,6,1,6,0.24,5.0,6.1,False,False,[2],[13]
11,6,2,12,0.03,4.0,2.8,False,False,"[6, 8]",[13]
12,6,3,10,0.02,36.0,1.9,False,False,"[1, 7]",[13]
13,6,4,11,0.27,34.0,2.4,False,False,[8],[13]
14,7,1,13,0.15,16.0,1.5,False,True,"[9, 10, 11, 12]",[]
