node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,0,0.11,2.0,1000.0,True,False,[],"[1, 2, 3]"
2,1,1,3,0.26,38.0,8.0,False,False,[0],[9]
3,1,2,1,0.05,27.0,1.5,False,False,[0],"[4, 7]"
4,1,3,2,0.17,28.0,6.4,False,False,[0],[8]
5,2,1,4,0.1,33.0,1.7,False,False,[2],[5]
6,3,1,8,0.25,21.0,2.7,False,False,[4],[6]
7,4,1,9,0.12,1.0,2.1,False,False,[5],[10]
8,4,2,7,0.15,10.0,4.2,False,False,[2],[10]
9,4,3,5,0.21,37.0,5.3,False,False,[3],[10]
10,4,4,6,0.2,4.0,7.0,False,False,[1],[10]
11,5,1,10,0.03,20.0,1.1,False,True,"[6, 7, 8, 9]",[]
