node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,0,0.11,20.0,1000.0,True,False,[],[1]
2,1,1,1,0.3,17.0,5.5,False,False,[0],"[2, 4, 9, 10]"
3,2,1,2,0.08,40.0,2.0,False,False,[1],"[3, 5, 6]"
4,3,1,5,0.01,9.0,1.9,False,False,[2],[7]
5,4,1,3,0.07,13.0,5.3,False,False,[1],[10]
6,4,2,6,0.19,17.0,7.8,False,False,[2],"[8, 11]"
7,4,3,7,0.29,18.0,4.9,False,False,[2],[10]
8,4,4,8,0.16,39.0,5.4,False,False,[3],[11]
9,5,1,9,0.29,22.0,9.4,False,False,[5],[12]
10,5,2,4,0.27,16.0,5.0,False,False,[1],[12]
11,5,3,10,0.12,28.0,1.9,False,False,"[1, 4, 6]",[12]
12,5,4,11,0.12,3.0,6.1,False,False,"[5, 7]",[12]
13,6,1,12,0.1,31.0,2.7,False,True,"[8, 9, 10, 11]",[]
