node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,0,0.04,19.0,1000.0,True,False,[],"[1, 2]"
2,1,1,2,0.28,2.0,5.9,False,False,[0],[4]
3,1,2,1,0.02,25.0,1.2,False,False,[0],"[3, 4, 5]"
4,2,1,3,0.1,33.0,2.1,False,False,[2],[6]
5,2,2,4,0.07,5.0,4.9,False,False,"[2, 1]",[7]
6,2,3,5,0.19,17.0,8.1,False,False,[2],"[9, 11]"
7,3,1,6,0.04,33.0,1.5,False,False,[3],[8]
8,4,1,7,0.1,17.0,3.3,False,False,[4],[10]
9,5,1,10,0.27,15.0,4.7,False,False,[6],[12]
10,5,2,9,0.08,6.0,4.9,False,False,[5],[12]
11,5,3,11,0.3,27.0,8.8,False,False,[7],[12]
12,5,4,8,0.22,11.0,5.1,False,False,[5],[12]
13,6,1,12,0.04,22.0,1.2,False,True,"[8, 9, 10, 11]",[]
