node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,0,0.11,23.0,1000.0,True,False,[],[1]
2,1,1,1,0.24,28.0,2.5,False,False,[0],"[2, 3]"
3,2,1,3,0.27,10.0,6.6,False,False,[1],"[4, 6]"
4,2,2,2,0.08,30.0,1.7,False,False,[1],"[5, 8, 9]"
5,3,1,4,0.17,4.0,6.1,False,False,[2],[7]
6,3,2,6,0.08,4.0,2.4,False,False,[3],"[11, 12]"
7,3,3,5,0.03,4.0,2.9,False,False,[2],"[10, 8]"
8,4,1,8,0.21,9.0,7.8,False,False,[4],[9]
9,4,2,7,0.12,40.0,3.1,False,False,"[3, 6]",[10]
10,5,1,12,0.2,25.0,5.0,False,False,"[3, 7]",[13]
11,5,2,11,0.21,2.0,1.7,False,False,"[8, 6]",[13]
12,5,3,10,0.21,9.0,5.1,False,False,[5],[13]
13,5,4,9,0.14,22.0,3.6,False,False,[5],[13]
14,6,1,13,0.3,23.0,2.4,False,True,"[9, 10, 11, 12]",[]
