node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,0,0.2,21.0,1000.0,True,False,[],"[1, 2, 3, 4]"
2,1,1,2,0.02,24.0,1.8,False,False,[0],"[6, 7, 9]"
3,1,2,3,0.1,15.0,5.5,False,False,[0],"[11, 12]"
4,1,3,4,0.24,4.0,9.1,False,False,[0],[13]
5,1,4,1,0.24,4.0,4.1,False,False,[0],"[5, 8]"
6,2,1,8,0.17,13.0,8.0,False,False,[4],[7]
7,3,1,6,0.21,17.0,5.3,False,False,[1],[12]
8,3,2,13,0.07,7.0,4.8,False,False,"[1, 5]",[14]
9,3,3,5,0.12,32.0,2.2,False,False,[4],[10]
10,3,4,7,0.19,7.0,8.1,False,False,[1],[12]
11,4,1,11,0.29,36.0,4.2,False,False,[8],[14]
12,5,1,9,0.01,13.0,1.2,False,False,[2],[15]
13,5,2,12,0.07,23.0,3.0,False,False,"[2, 6, 9]",[15]
14,5,3,10,0.13,8.0,6.6,False,False,[3],[15]
15,5,4,14,0.07,16.0,1.9,False,False,"[7, 10]",[15]
16,6,1,15,0.28,40.0,2.6,False,True,"[11, 12, 13, 14]",[]
