node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,0,0.06,16.0,1000.0,True,False,[],"[1, 2, 3]"
2,1,1,2,0.14,40.0,2.2,False,False,[0],"[4, 6]"
3,1,2,1,0.14,40.0,4.3,False,False,[0],"[5, 10]"
4,1,3,3,0.17,1.0,3.9,False,False,[0],[7]
5,2,1,5,0.07,33.0,1.5,False,False,[1],[9]
6,2,2,4,0.18,32.0,6.7,False,False,[2],[9]
7,2,3,6,0.23,17.0,7.2,False,False,[1],[10]
8,2,4,7,0.01,13.0,1.1,False,False,[3],"[8, 9]"
9,3,1,9,0.29,12.0,7.0,False,False,[7],[9]
10,4,1,10,0.15,24.0,3.5,False,False,"[7, 4, 5, 8]",[11]
11,4,2,8,0.14,15.0,3.5,False,False,"[2, 6]",[11]
12,5,1,11,0.15,34.0,3.6,False,True,"[9, 10]",[]
