node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,0,0.09,12.0,1000.0,True,False,[],"[1, 2, 3, 4]"
2,1,1,3,0.23,13.0,8.5,False,False,[0],"[5, 12]"
3,1,2,1,0.28,7.0,3.1,False,False,[0],[6]
4,1,3,4,0.02,10.0,1.7,False,False,[0],[10]
5,1,4,2,0.22,14.0,5.4,False,False,[0],"[7, 9, 11]"
6,2,1,6,0.2,31.0,7.3,False,False,[1],[10]
7,2,2,5,0.13,32.0,2.6,False,False,[2],[9]
8,2,3,7,0.02,11.0,2.7,False,False,[4],[8]
9,3,1,10,0.2,16.0,4.4,False,False,[7],[11]
10,4,1,8,0.3,26.0,5.0,False,False,"[4, 6]",[12]
11,5,1,9,0.26,22.0,4.6,False,False,"[5, 3]",[13]
12,5,2,12,0.09,8.0,3.7,False,False,"[4, 8]",[13]
13,5,3,11,0.09,40.0,1.6,False,False,"[1, 9]",[13]
14,6,1,13,0.28,15.0,2.9,False,True,"[10, 11, 12]",[]
