node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,0,0.01,14.0,1000.0,True,False,[],"[1, 2]"
2,1,1,2,0.21,4.0,7.7,False,False,[0],"[4, 9, 11]"
3,1,2,1,0.13,19.0,2.0,False,False,[0],"[3, 5, 6, 11]"
4,2,1,5,0.16,5.0,8.3,False,False,[2],[12]
5,2,2,4,0.16,23.0,4.7,False,False,[1],[8]
6,2,3,8,0.18,5.0,7.4,False,False,[2],[17]
7,2,4,3,0.25,30.0,4.5,False,False,[2],[7]
8,3,1,9,0.3,18.0,5.5,False,False,[6],"[10, 12, 14]"
9,3,2,10,0.09,19.0,5.0,False,False,[4],[10]
10,3,3,7,0.3,3.0,8.4,False,False,[1],[13]
11,4,1,13,0.11,18.0,3.1,False,False,"[7, 8]","[14, 16]"
12,4,2,6,0.26,17.0,8.4,False,False,"[1, 2]",[15]
13,5,1,12,0.22,38.0,9.4,False,False,"[7, 3]",[17]
14,5,2,11,0.08,2.0,5.7,False,False,[9],[15]
15,6,1,16,0.22,19.0,2.0,False,False,"[7, 10]",[18]
16,6,2,14,0.1,7.0,3.8,False,False,"[13, 11]",[18]
17,6,3,17,0.14,2.0,3.9,False,False,[10],[18]
18,6,4,15,0.15,1.0,6.8,False,False,"[5, 12]",[18]
19,7,1,18,0.01,33.0,0.4,False,True,"[14, 15, 16, 17]",[]
