node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,0,0.08,24.0,1000.0,True,False,[],"[1, 2]"
2,1,1,2,0.27,38.0,9.5,False,False,[0],[8]
3,1,2,1,0.3,11.0,4.2,False,False,[0],"[3, 5, 7]"
4,2,1,3,0.01,39.0,0.6,False,False,[2],"[4, 9]"
5,3,1,6,0.07,31.0,1.9,False,False,[3],[7]
6,3,2,5,0.04,17.0,1.9,False,False,[2],"[6, 9]"
7,4,1,8,0.06,23.0,3.0,False,False,[5],[10]
8,4,2,9,0.23,6.0,3.9,False,False,"[2, 4]",[10]
9,4,3,4,0.28,10.0,9.4,False,False,[1],[10]
10,4,4,7,0.17,7.0,7.1,False,False,"[3, 5]",[10]
11,5,1,10,0.22,33.0,4.3,False,True,"[6, 7, 8, 9]",[]
