node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,0,0.05,27.0,1000.0,True,False,[],"[1, 2, 3]"
2,1,1,2,0.04,5.0,2.8,False,False,[0],[4]
3,1,2,3,0.04,19.0,2.0,False,False,[0],[12]
4,1,3,1,0.26,3.0,3.3,False,False,[0],"[5, 6, 11, 15]"
5,2,1,5,0.23,11.0,8.2,False,False,[1],[8]
6,2,2,4,0.21,4.0,3.2,False,False,[3],"[7, 8, 9, 10]"
7,2,3,6,0.12,19.0,3.3,False,False,[3],[13]
8,3,1,8,0.12,35.0,1.8,False,False,[5],"[13, 12]"
9,3,2,10,0.12,11.0,6.5,False,False,"[5, 4]",[12]
10,3,3,11,0.05,13.0,3.5,False,False,[5],[14]
11,3,4,9,0.11,15.0,6.1,False,False,[5],[13]
12,4,1,7,0.15,11.0,7.4,False,False,[3],[15]
13,5,1,13,0.07,1.0,4.6,False,False,"[2, 7, 8]",[15]
14,5,2,12,0.21,14.0,4.3,False,False,"[10, 6, 7]",[15]
15,5,3,14,0.2,8.0,3.6,False,False,[9],[15]
16,6,1,15,0.07,35.0,1.6,False,False,"[3, 11, 12, 13, 14]",[16]
17,7,1,16,0.03,33.0,1.5,False,True,[15],[]
