node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,1,0.12,33.0,1000,True,False,[],"[1, 2]"
2,1,1,1,0.02,24.0,100,False,False,[0],"[3, 4, 11]"
3,1,2,1,0.14,2.0,100,False,False,[0],[6]
4,2,1,1,0.15,6.0,100,False,False,[1],"[5, 7, 8, 9]"
5,2,2,1,0.02,38.0,100,False,False,[1],[9]
6,3,1,1,0.08,24.0,100,False,False,[3],[10]
7,3,2,1,0.08,5.0,100,False,False,[2],[10]
8,3,3,1,0.15,20.0,100,False,False,[3],[11]
9,3,4,1,0.05,7.0,100,False,False,[3],[10]
10,3,5,1,0.12,21.0,100,False,False,"[3, 4]","[10, 11]"
11,4,1,1,0.11,22.0,100,False,False,"[9, 5, 6, 8]",[12]
12,4,2,1,0.12,32.0,100,False,False,"[1, 9, 7]",[12]
13,5,1,1,0.06,35.0,100,False,True,"[10, 11]",[]
