node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,1,0.06,32.0,1000,True,False,[],"[1, 2]"
2,1,1,1,0.04,14.0,100,False,False,[0],"[3, 9]"
3,1,2,1,0.05,31.0,100,False,False,[0],"[4, 6, 7, 8]"
4,2,1,1,0.06,1.0,100,False,False,[1],[5]
5,2,2,1,0.04,28.0,100,False,False,[2],[5]
6,3,1,1,0.13,40.0,100,False,False,"[3, 4]",[8]
7,3,2,1,0.08,3.0,100,False,False,[2],[9]
8,4,1,1,0.11,32.0,100,False,False,[2],[10]
9,4,2,1,0.03,25.0,100,False,False,"[2, 5]",[10]
10,4,3,1,0.02,15.0,100,False,False,"[1, 6]",[10]
11,5,1,1,0.07,36.0,100,False,True,"[7, 8, 9]",[]
