node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,1,0.05,35.0,1000,True,False,[],"[1, 2, 3]"
2,1,1,1,0.07,17.0,100,False,False,[0],[7]
3,1,2,1,0.15,20.0,100,False,False,[0],[5]
4,1,3,1,0.13,28.0,100,False,False,[0],"[4, 8]"
5,2,1,1,0.15,38.0,100,False,False,[3],[6]
6,2,2,1,0.06,28.0,100,False,False,[2],[6]
7,3,1,1,0.08,38.0,100,False,False,"[5, 4]",[9]
8,3,2,1,0.09,3.0,100,False,False,[1],[9]
9,3,3,1,0.04,25.0,100,False,False,[3],[9]
10,4,1,1,0.03,34.0,100,False,True,"[6, 7, 8]",[]
