node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,1,0.07,31.0,1000,True,False,[],"[1, 2]"
2,1,1,1,0.1,19.0,100,False,False,[0],"[3, 4, 7, 11]"
3,1,2,1,0.03,26.0,100,False,False,[0],[6]
4,2,1,1,0.05,37.0,100,False,False,[1],"[5, 6, 7, 8]"
5,2,2,1,0.03,2.0,100,False,False,[1],"[13, 5]"
6,3,1,1,0.08,12.0,100,False,False,"[3, 4]",[10]
7,3,2,1,0.02,25.0,100,False,False,"[2, 3]","[9, 13]"
8,4,1,1,0.04,10.0,100,False,False,"[1, 3]",[10]
9,4,2,1,0.15,2.0,100,False,False,[3],[13]
10,4,3,1,0.15,23.0,100,False,False,[6],"[11, 12]"
11,5,1,1,0.1,22.0,100,False,False,"[7, 5]",[14]
12,5,2,1,0.12,2.0,100,False,False,"[1, 9]",[14]
13,5,3,1,0.11,21.0,100,False,False,[9],[14]
14,5,4,1,0.11,16.0,100,False,False,"[6, 4, 8]",[14]
15,6,1,1,0.09,31.0,100,False,True,"[10, 11, 12, 13]",[]
