node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,1,0.1,20.0,1000,True,False,[],"[1, 2, 3]"
2,1,1,1,0.08,21.0,100,False,False,[0],[6]
3,1,2,1,0.04,29.0,100,False,False,[0],"[5, 4]"
4,1,3,1,0.05,17.0,100,False,False,[0],"[4, 5]"
5,2,1,1,0.03,36.0,100,False,False,"[3, 2]","[6, 7]"
6,2,2,1,0.04,2.0,100,False,False,"[3, 2]","[8, 9]"
7,3,1,1,0.1,11.0,100,False,False,"[1, 4]",[9]
8,3,2,1,0.1,33.0,100,False,False,[4],[10]
9,3,3,1,0.08,19.0,100,False,False,[5],[9]
10,4,1,1,0.01,13.0,100,False,False,"[5, 6, 8]",[11]
11,4,2,1,0.07,40.0,100,False,False,[7],[11]
12,5,1,1,0.03,10.0,100,False,True,"[9, 10]",[]
