node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,1,0.15,31.0,1000,True,False,[],"[1, 2]"
2,1,1,1,0.03,24.0,100,False,False,[0],"[3, 5]"
3,1,2,1,0.07,8.0,100,False,False,[0],"[4, 7]"
4,2,1,1,0.09,34.0,100,False,False,[1],"[6, 8]"
5,2,2,1,0.05,8.0,100,False,False,[2],[9]
6,2,3,1,0.01,4.0,100,False,False,[1],[6]
7,3,1,1,0.04,31.0,100,False,False,"[3, 5]",[8]
8,3,2,1,0.03,26.0,100,False,False,[2],[8]
9,4,1,1,0.14,27.0,100,False,False,"[3, 6, 7]",[10]
10,4,2,1,0.15,30.0,100,False,False,[4],[10]
11,5,1,1,0.1,31.0,100,False,True,"[8, 9]",[]
