node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,1,0.11,22.0,1000,True,False,[],"[1, 2]"
2,1,1,1,0.05,3.0,100,False,False,[0],"[3, 10]"
3,1,2,1,0.13,36.0,100,False,False,[0],"[4, 11]"
4,2,1,1,0.1,4.0,100,False,False,[1],[9]
5,2,2,1,0.06,17.0,100,False,False,[2],"[5, 6, 9]"
6,3,1,1,0.03,8.0,100,False,False,[4],"[7, 14, 17]"
7,3,2,1,0.01,27.0,100,False,False,[4],"[8, 12, 15]"
8,4,1,1,0.09,7.0,100,False,False,[5],[15]
9,4,2,1,0.01,35.0,100,False,False,[6],[12]
10,4,3,1,0.15,7.0,100,False,False,"[3, 4]","[12, 13]"
11,4,4,1,0.11,12.0,100,False,False,[1],[17]
12,4,5,1,0.05,5.0,100,False,False,[2],"[16, 14]"
13,5,1,1,0.09,20.0,100,False,False,"[6, 9, 8]",[16]
14,5,2,1,0.03,17.0,100,False,False,[9],[14]
15,6,1,1,0.14,7.0,100,False,False,"[5, 13, 11]",[18]
16,6,2,1,0.06,7.0,100,False,False,"[6, 7]",[18]
17,6,3,1,0.05,39.0,100,False,False,"[12, 11]",[18]
18,6,4,1,0.05,27.0,100,False,False,"[5, 10]",[18]
19,7,1,1,0.09,39.0,100,False,True,"[14, 15, 16, 17]",[]
