node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,1,0.03,36.0,1000,True,False,[],"[1, 2]"
2,1,1,1,0.02,9.0,100,False,False,[0],"[4, 6]"
3,1,2,1,0.09,35.0,100,False,False,[0],"[3, 10]"
4,2,1,1,0.11,24.0,100,False,False,[2],"[5, 8, 9]"
5,2,2,1,0.01,25.0,100,False,False,[1],[10]
6,3,1,1,0.06,27.0,100,False,False,[3],[7]
7,3,2,1,0.03,17.0,100,False,False,[1],"[7, 11]"
8,4,1,1,0.11,39.0,100,False,False,"[6, 5]",[11]
9,4,2,1,0.09,32.0,100,False,False,[3],[10]
10,4,3,1,0.09,8.0,100,False,False,[3],[10]
11,5,1,1,0.12,16.0,100,False,False,"[2, 8, 4, 9]",[12]
12,5,2,1,0.12,37.0,100,False,False,"[6, 7]",[12]
13,6,1,1,0.15,20.0,100,False,True,"[10, 11]",[]
