node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,6,0.1,37.0,1000.0,True,False,[],"[1, 2]"
2,1,1,5,0.25,1.0,3.0,False,False,[0],"[3, 4, 5, 9]"
3,1,2,13,0.11,3.0,4.5,False,False,[0],[4]
4,2,1,4,0.28,24.0,4.3,False,False,[1],"[6, 7]"
5,3,1,12,0.19,12.0,8.0,False,False,"[1, 2]",[10]
6,3,2,11,0.01,25.0,1.5,False,False,[1],"[8, 10]"
7,4,1,10,0.16,27.0,3.7,False,False,[3],[11]
8,4,2,3,0.2,36.0,4.4,False,False,[3],[10]
9,4,3,9,0.16,27.0,3.4,False,False,[5],"[10, 12]"
10,4,4,8,0.28,24.0,9.8,False,False,[1],"[11, 10]"
11,5,1,2,0.06,4.0,2.4,False,False,"[5, 8, 4, 7, 9]",[12]
12,6,1,7,0.15,6.0,6.9,False,False,"[6, 9]",[13]
13,6,2,1,0.11,39.0,2.2,False,False,"[8, 10]",[13]
14,7,1,0,0.28,25.0,5.5,False,True,"[11, 12]",[]
