node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,11,0.06,30.0,1000.0,True,False,[],"[1, 2, 3, 4]"
2,1,1,8,0.21,9.0,5.7,False,False,[0],"[8, 9]"
3,1,2,6,0.29,21.0,5.5,False,False,[0],"[7, 10]"
4,1,3,10,0.25,6.0,6.6,False,False,[0],[5]
5,1,4,9,0.25,39.0,2.6,False,False,[0],[6]
6,2,1,7,0.02,6.0,1.5,False,False,[3],[7]
7,2,2,5,0.07,38.0,2.4,False,False,[4],[9]
8,3,1,2,0.24,35.0,6.6,False,False,"[2, 5]",[11]
9,3,2,4,0.1,5.0,5.0,False,False,[1],[11]
10,3,3,1,0.08,11.0,2.6,False,False,"[1, 6]",[11]
11,3,4,3,0.3,34.0,7.2,False,False,[2],[11]
12,4,1,0,0.18,25.0,2.1,False,True,"[7, 8, 9, 10]",[]
