node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,5,0.13,38.0,1000.0,True,False,[],"[1, 2, 3, 4]"
2,1,1,11,0.02,9.0,2.9,False,False,[0],"[7, 5]"
3,1,2,10,0.15,24.0,7.2,False,False,[0],"[8, 10]"
4,1,3,4,0.17,32.0,2.0,False,False,[0],[5]
5,1,4,9,0.26,12.0,8.7,False,False,[0],[6]
6,2,1,3,0.24,12.0,3.9,False,False,"[3, 1]",[7]
7,3,1,8,0.23,36.0,4.0,False,False,[4],[8]
8,3,2,2,0.15,18.0,1.8,False,False,"[5, 1]","[8, 9]"
9,4,1,7,0.04,28.0,2.5,False,False,"[2, 7, 6]",[11]
10,4,2,1,0.29,31.0,3.5,False,False,[7],[11]
11,4,3,6,0.28,28.0,9.4,False,False,[2],[11]
12,5,1,0,0.2,39.0,3.9,False,True,"[8, 9, 10]",[]
