node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,5,0.1,14.0,1000.0,True,False,[],"[1, 2]"
2,1,1,4,0.24,38.0,2.9,False,False,[0],"[3, 5, 6]"
3,1,2,11,0.04,39.0,2.5,False,False,[0],[4]
4,2,1,3,0.27,17.0,8.9,False,False,[1],"[7, 8]"
5,2,2,10,0.01,17.0,1.8,False,False,[2],[7]
6,2,3,9,0.11,8.0,4.2,False,False,[1],[9]
7,3,1,8,0.13,30.0,3.0,False,False,[1],[8]
8,4,1,2,0.1,35.0,4.0,False,False,"[3, 4]",[10]
9,4,2,7,0.09,24.0,1.9,False,False,"[3, 6]",[10]
10,4,3,6,0.05,32.0,3.3,False,False,[5],[10]
11,5,1,1,0.02,7.0,1.1,False,False,"[8, 7, 9]",[11]
12,6,1,0,0.13,29.0,2.3,False,True,[10],[]
