node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,9,0.19,27.0,1000.0,True,False,[],"[1, 2, 3]"
2,1,1,5,0.26,35.0,4.4,False,False,[0],[6]
3,1,2,8,0.22,5.0,8.4,False,False,[0],[4]
4,1,3,7,0.03,2.0,3.2,False,False,[0],[5]
5,2,1,6,0.09,11.0,5.0,False,False,[2],[7]
6,3,1,4,0.09,26.0,3.0,False,False,[3],[8]
7,3,2,2,0.29,20.0,3.1,False,False,[1],[8]
8,3,3,3,0.16,23.0,6.6,False,False,[4],[8]
9,4,1,1,0.22,32.0,2.3,False,False,"[5, 7, 6]",[9]
10,5,1,0,0.15,39.0,3.0,False,True,[8],[]
