node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,15,0.14,27.0,1000.0,True,False,[],"[1, 2]"
2,1,1,14,0.14,5.0,1.8,False,False,[0],"[3, 4, 5]"
3,1,2,13,0.21,2.0,6.9,False,False,[0],"[6, 9, 10]"
4,2,1,12,0.3,5.0,4.5,False,False,[1],"[7, 13]"
5,2,2,8,0.06,6.0,2.0,False,False,[1],[12]
6,2,3,10,0.2,6.0,7.8,False,False,[1],[11]
7,2,4,11,0.2,34.0,6.7,False,False,[2],[8]
8,3,1,6,0.17,17.0,2.6,False,False,[3],"[11, 14]"
9,3,2,5,0.2,22.0,3.2,False,False,[6],[14]
10,3,3,7,0.1,20.0,4.8,False,False,[2],[11]
11,3,4,9,0.19,1.0,3.1,False,False,[2],[12]
12,4,1,2,0.16,25.0,1.4,False,False,"[5, 7, 9]",[15]
13,4,2,3,0.04,33.0,1.6,False,False,"[4, 10]",[15]
14,4,3,4,0.24,11.0,6.6,False,False,[3],[15]
15,4,4,1,0.27,4.0,8.9,False,False,"[7, 8]",[15]
16,5,1,0,0.07,6.0,1.0,False,True,"[11, 12, 13, 14]",[]
