node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,11,0.21,22.0,1000.0,True,False,[],"[1, 2, 3, 4]"
2,1,1,10,0.03,5.0,1.4,False,False,[0],"[5, 9, 10]"
3,1,2,8,0.05,29.0,1.2,False,False,[0],[5]
4,1,3,5,0.14,28.0,3.2,False,False,[0],[10]
5,1,4,9,0.06,21.0,2.0,False,False,[0],[6]
6,2,1,6,0.26,18.0,2.7,False,False,"[1, 2]",[9]
7,2,2,7,0.03,36.0,3.0,False,False,[4],"[7, 8]"
8,3,1,3,0.07,7.0,2.6,False,False,[6],[10]
9,3,2,4,0.16,1.0,6.0,False,False,[6],[10]
10,4,1,2,0.16,29.0,2.7,False,False,"[1, 5]",[10]
11,5,1,1,0.29,39.0,2.0,False,False,"[1, 3, 7, 8, 9]",[11]
12,6,1,0,0.28,18.0,2.1,False,True,[10],[]
