node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,6,0.03,37.0,1000.0,True,False,[],"[1, 2]"
2,1,1,15,0.3,2.0,6.4,False,False,[0],"[3, 4, 7]"
3,1,2,5,0.02,30.0,0.7,False,False,[0],"[5, 6, 12]"
4,2,1,14,0.14,28.0,6.0,False,False,[1],[11]
5,3,1,13,0.25,12.0,10.5,False,False,[1],[8]
6,3,2,12,0.22,5.0,5.4,False,False,[2],[13]
7,3,3,4,0.2,4.0,3.0,False,False,[2],"[9, 10]"
8,4,1,11,0.27,29.0,5.8,False,False,[1],"[11, 12, 13, 14]"
9,4,2,10,0.12,20.0,3.4,False,False,[4],[13]
10,4,3,9,0.02,36.0,1.3,False,False,[6],[13]
11,4,4,3,0.27,31.0,3.2,False,False,[6],[12]
12,5,1,8,0.06,18.0,4.4,False,False,"[3, 7]",[14]
13,6,1,2,0.1,28.0,2.4,False,False,"[2, 7, 10]",[14]
14,7,1,7,0.1,29.0,4.5,False,False,"[5, 7, 8, 9]",[15]
15,7,2,1,0.07,20.0,1.8,False,False,"[7, 11, 12]",[15]
16,8,1,0,0.12,32.0,1.6,False,True,"[13, 14]",[]
