node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,1,0.15,31.0,1000,True,False,[],"[1, 2, 3]"
2,1,1,1,0.06,25.0,7,False,False,[0],"[4, 7]"
3,1,2,1,0.12,27.0,4,False,False,[0],"[5, 6]"
4,1,3,1,0.07,11.0,7,False,False,[0],"[8, 9]"
5,2,1,1,0.13,28.0,10,False,False,[1],[7]
6,2,2,1,0.07,36.0,3,False,False,[2],[6]
7,3,1,1,0.05,31.0,3,False,False,"[2, 5]","[9, 8]"
8,3,2,1,0.13,13.0,10,False,False,"[1, 4]",[9]
9,4,1,1,0.09,9.0,8,False,False,"[3, 6]",[10]
10,4,2,1,0.04,33.0,2,False,False,"[3, 6, 7]",[10]
11,5,1,1,0.08,22.0,4,False,True,"[8, 9]",[]
