node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,9,0.23,39.0,1000.0,True,False,[],[1]
2,1,1,8,0.29,33.0,4.2,False,False,[0],"[2, 3, 4, 6, 7]"
3,2,1,7,0.12,12.0,5.5,False,False,[1],[6]
4,2,2,5,0.01,40.0,0.6,False,False,[1],"[7, 8]"
5,2,3,6,0.19,33.0,4.6,False,False,[1],[5]
6,3,1,3,0.18,7.0,4.5,False,False,[4],[9]
7,3,2,4,0.2,10.0,8.1,False,False,"[1, 2]",[9]
8,3,3,1,0.1,36.0,2.2,False,False,"[1, 3]",[9]
9,3,4,2,0.19,7.0,5.8,False,False,[3],[9]
10,4,1,0,0.09,9.0,1.6,False,True,"[5, 6, 7, 8]",[]
