node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,12,0.2,22.0,1000.0,True,False,[],[1]
2,1,1,11,0.07,29.0,2.3,False,False,[0],"[2, 3, 6, 10]"
3,2,1,10,0.24,31.0,2.7,False,False,[1],"[4, 5, 7, 9]"
4,3,1,8,0.29,23.0,6.4,False,False,[1],[10]
5,3,2,6,0.06,35.0,1.3,False,False,[2],"[10, 11]"
6,3,3,7,0.1,13.0,2.5,False,False,[2],[8]
7,3,4,9,0.06,33.0,2.3,False,False,[1],[7]
8,4,1,5,0.14,5.0,6.4,False,False,"[2, 6]",[11]
9,4,2,3,0.13,17.0,4.8,False,False,[5],[11]
10,4,3,4,0.15,13.0,6.0,False,False,[2],[11]
11,4,4,2,0.14,21.0,1.5,False,False,"[1, 3, 4]",[11]
12,5,1,1,0.29,4.0,4.5,False,False,"[4, 8, 7, 9, 10]",[12]
13,6,1,0,0.09,3.0,2.7,False,True,[11],[]
