node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,1,0.15,28.0,1000,True,False,[],"[1, 2, 3]"
2,1,1,1,0.05,37.0,3,False,False,[0],"[5, 9]"
3,1,2,1,0.05,4.0,6,False,False,[0],[4]
4,1,3,1,0.11,9.0,9,False,False,[0],"[6, 7, 8]"
5,2,1,1,0.02,32.0,4,False,False,[2],[8]
6,2,2,1,0.15,32.0,5,False,False,[1],[6]
7,3,1,1,0.03,40.0,2,False,False,"[3, 5]",[8]
8,3,2,1,0.14,8.0,10,False,False,[3],[9]
9,4,1,1,0.05,33.0,3,False,False,"[3, 6, 4]",[10]
10,4,2,1,0.07,4.0,7,False,False,"[1, 7]",[10]
11,5,1,1,0.08,33.0,4,False,True,"[8, 9]",[]
