node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,5,0.09,1.0,1000.0,True,False,[],"[1, 2]"
2,1,1,13,0.14,40.0,3.3,False,False,[0],"[5, 6, 7]"
3,1,2,4,0.15,25.0,6.2,False,False,[0],"[3, 4]"
4,2,1,3,0.27,16.0,4.4,False,False,[2],"[8, 10]"
5,2,2,12,0.08,27.0,3.2,False,False,[2],[12]
6,2,3,11,0.21,27.0,4.1,False,False,[1],[9]
7,3,1,10,0.11,2.0,5.7,False,False,[1],[12]
8,3,2,9,0.06,5.0,1.9,False,False,[1],[11]
9,3,3,8,0.16,31.0,6.2,False,False,[3],"[12, 11]"
10,3,4,7,0.24,10.0,3.3,False,False,[5],[12]
11,4,1,2,0.26,39.0,9.3,False,False,[3],[12]
12,5,1,6,0.1,24.0,5.5,False,False,"[7, 8]",[13]
13,5,2,1,0.02,26.0,1.4,False,False,"[4, 6, 8, 9, 10]",[13]
14,6,1,0,0.28,16.0,3.4,False,True,"[11, 12]",[]
