node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,5,0.09,22.0,1000.0,True,False,[],"[1, 2]"
2,1,1,4,0.23,37.0,3.2,False,False,[0],"[5, 6, 7]"
3,1,2,15,0.28,16.0,9.0,False,False,[0],"[3, 4, 8]"
4,2,1,14,0.07,15.0,4.2,False,False,[2],"[9, 13]"
5,2,2,13,0.28,2.0,8.4,False,False,[2],[10]
6,2,3,3,0.16,22.0,3.6,False,False,[1],[10]
7,2,4,12,0.03,29.0,2.3,False,False,[1],"[11, 14]"
8,3,1,11,0.23,4.0,9.1,False,False,[1],[11]
9,3,2,10,0.24,13.0,4.6,False,False,[2],"[14, 13]"
10,3,3,9,0.28,3.0,6.8,False,False,[3],[11]
11,3,4,2,0.07,5.0,1.1,False,False,"[5, 4]",[12]
12,4,1,8,0.03,11.0,2.4,False,False,"[6, 7, 9]",[15]
13,4,2,1,0.01,35.0,0.5,False,False,[10],[15]
14,4,3,7,0.28,18.0,5.0,False,False,"[3, 8]",[15]
15,4,4,6,0.19,11.0,4.7,False,False,"[6, 8]",[15]
16,5,1,0,0.1,36.0,1.7,False,True,"[11, 12, 13, 14]",[]
