node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,5,0.22,18.0,1000.0,True,False,[],[1]
2,1,1,4,0.29,6.0,3.9,False,False,[0],"[2, 3, 4, 5, 10]"
3,2,1,11,0.28,13.0,3.8,False,False,[1],"[6, 9]"
4,2,2,10,0.18,21.0,7.9,False,False,[1],[7]
5,2,3,3,0.08,18.0,5.3,False,False,[1],[9]
6,2,4,9,0.01,13.0,1.8,False,False,[1],[8]
7,3,1,8,0.28,34.0,4.9,False,False,[2],[10]
8,3,2,7,0.05,18.0,3.3,False,False,[3],[10]
9,3,3,6,0.04,40.0,2.8,False,False,[5],[10]
10,3,4,2,0.26,33.0,5.1,False,False,"[2, 4]",[10]
11,4,1,1,0.14,21.0,1.8,False,False,"[1, 6, 7, 8, 9]",[11]
12,5,1,0,0.11,38.0,2.2,False,True,[10],[]
