node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,10,0.04,14.0,1000.0,True,False,[],"[1, 2, 3, 4]"
2,1,1,9,0.13,40.0,1.7,False,False,[0],"[5, 8]"
3,1,2,7,0.28,22.0,7.5,False,False,[0],"[6, 9]"
4,1,3,8,0.23,12.0,4.2,False,False,[0],[6]
5,1,4,5,0.1,4.0,3.6,False,False,[0],[9]
6,2,1,6,0.08,38.0,2.4,False,False,[1],[7]
7,2,2,4,0.23,14.0,7.9,False,False,"[2, 3]",[8]
8,3,1,3,0.24,19.0,3.2,False,False,[5],[8]
9,4,1,1,0.05,27.0,1.7,False,False,"[1, 6, 7]",[10]
10,4,2,2,0.11,21.0,4.5,False,False,"[2, 4]",[10]
11,5,1,0,0.03,33.0,0.7,False,True,"[8, 9]",[]
