node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,9,0.21,3.0,1000.0,True,False,[],"[1, 2]"
2,1,1,7,0.02,38.0,2.3,False,False,[0],[5]
3,1,2,8,0.18,29.0,1.9,False,False,[0],"[3, 7]"
4,2,1,6,0.02,28.0,0.9,False,False,[2],"[4, 6]"
5,3,1,4,0.02,24.0,1.7,False,False,[3],[8]
6,4,1,5,0.1,1.0,4.5,False,False,[1],[7]
7,4,2,3,0.01,32.0,0.7,False,False,[3],[7]
8,5,1,1,0.13,33.0,2.3,False,False,"[2, 5, 6]",[9]
9,5,2,2,0.27,15.0,9.0,False,False,[4],[9]
10,6,1,0,0.15,20.0,1.9,False,True,"[7, 8]",[]
