node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,1,0.01,32.0,1000,True,False,[],"[1, 2, 3, 4, 5]"
2,1,1,1,0.15,5.0,11,False,False,[0],[12]
3,1,2,1,0.05,24.0,6,False,False,[0],"[6, 12]"
4,1,3,1,0.05,5.0,6,False,False,[0],"[7, 11]"
5,1,4,1,0.03,10.0,5,False,False,[0],"[8, 10]"
6,1,5,1,0.04,39.0,3,False,False,[0],[6]
7,2,1,1,0.1,19.0,4,False,False,"[2, 5]",[9]
8,2,2,1,0.06,24.0,7,False,False,[3],[11]
9,2,3,1,0.05,2.0,6,False,False,[4],[9]
10,3,1,1,0.12,36.0,5,False,False,"[6, 8]",[12]
11,3,2,1,0.08,12.0,8,False,False,[4],[11]
12,4,1,1,0.05,1.0,6,False,False,"[3, 7, 10]",[13]
13,4,2,1,0.03,17.0,2,False,False,"[2, 1, 9]",[13]
14,5,1,1,0.03,36.0,2,False,True,"[11, 12]",[]
