node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,13,0.09,40.0,1000.0,True,False,[],[1]
2,1,1,12,0.04,9.0,1.7,False,False,[0],"[2, 3, 4, 5]"
3,2,1,11,0.01,7.0,1.2,False,False,[1],[9]
4,2,2,10,0.21,34.0,3.5,False,False,[1],"[6, 11]"
5,2,3,9,0.18,18.0,4.8,False,False,[1],"[6, 8]"
6,2,4,8,0.11,12.0,2.7,False,False,[1],[7]
7,3,1,6,0.14,1.0,3.5,False,False,"[3, 4]",[11]
8,3,2,4,0.28,25.0,2.2,False,False,[5],"[10, 12]"
9,3,3,5,0.23,26.0,7.0,False,False,[4],[11]
10,3,4,7,0.15,18.0,5.5,False,False,[2],[11]
11,4,1,1,0.21,36.0,4.3,False,False,[7],[13]
12,4,2,3,0.15,4.0,3.3,False,False,"[3, 6, 8, 9]",[13]
13,4,3,2,0.09,32.0,3.3,False,False,[7],[13]
14,5,1,0,0.23,6.0,3.3,False,True,"[10, 11, 12]",[]
