node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,4,0.22,20.0,1000.0,True,False,[],"[1, 2, 3, 4]"
2,1,1,13,0.01,31.0,1.0,False,False,[0],[6]
3,1,2,3,0.07,36.0,1.7,False,False,[0],"[7, 8]"
4,1,3,12,0.11,11.0,4.9,False,False,[0],[5]
5,1,4,11,0.03,27.0,2.3,False,False,[0],[7]
6,2,1,10,0.29,1.0,6.9,False,False,[3],"[9, 12]"
7,2,2,9,0.16,2.0,7.8,False,False,[1],[7]
8,3,1,8,0.15,25.0,4.2,False,False,"[2, 6, 4]","[10, 11]"
9,3,2,2,0.29,32.0,3.5,False,False,[2],[12]
10,4,1,7,0.05,40.0,3.7,False,False,[5],[13]
11,4,2,6,0.06,9.0,4.8,False,False,[7],[13]
12,4,3,5,0.11,15.0,3.8,False,False,[7],[13]
13,4,4,1,0.19,27.0,3.7,False,False,"[5, 8]",[13]
14,5,1,0,0.23,28.0,2.0,False,True,"[9, 10, 11, 12]",[]
