node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,4,0.23,38.0,1000.0,True,False,[],[1]
2,1,1,3,0.1,38.0,2.3,False,False,[0],"[2, 3, 4, 5]"
3,2,1,10,0.09,21.0,4.9,False,False,[1],[8]
4,2,2,2,0.18,30.0,5.3,False,False,[1],[9]
5,2,3,9,0.07,21.0,2.6,False,False,[1],"[6, 7]"
6,3,1,8,0.18,21.0,7.7,False,False,[1],[8]
7,3,2,7,0.15,11.0,3.6,False,False,[4],[8]
8,4,1,6,0.12,10.0,4.8,False,False,[4],[10]
9,4,2,5,0.12,33.0,2.9,False,False,"[6, 2, 5]",[10]
10,4,3,1,0.12,40.0,5.3,False,False,[3],[10]
11,5,1,0,0.05,27.0,0.9,False,True,"[7, 8, 9]",[]
