node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,13,0.01,26.0,1000.0,True,False,[],"[1, 2]"
2,1,1,11,0.25,27.0,2.7,False,False,[0],"[5, 8]"
3,1,2,12,0.01,18.0,0.8,False,False,[0],"[3, 4, 5, 6]"
4,2,1,9,0.02,24.0,1.4,False,False,[2],"[7, 9, 12]"
5,2,2,10,0.23,13.0,6.0,False,False,[2],"[6, 12]"
6,2,3,8,0.25,15.0,2.9,False,False,"[1, 2]","[7, 9]"
7,3,1,5,0.22,7.0,6.5,False,False,"[2, 4]",[12]
8,3,2,6,0.12,25.0,3.2,False,False,"[3, 5]",[10]
9,3,3,7,0.1,22.0,5.3,False,False,[1],[11]
10,3,4,4,0.05,4.0,4.1,False,False,"[3, 5]",[12]
11,4,1,2,0.28,7.0,4.8,False,False,[7],[13]
12,4,2,3,0.15,8.0,5.5,False,False,[8],[13]
13,4,3,1,0.06,33.0,3.7,False,False,"[3, 4, 6, 9]",[13]
14,5,1,0,0.24,24.0,2.9,False,True,"[10, 11, 12]",[]
