node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,12,0.12,4.0,1000.0,True,False,[],"[1, 2, 3]"
2,1,1,10,0.16,15.0,4.4,False,False,[0],"[5, 6]"
3,1,2,8,0.27,26.0,2.5,False,False,[0],"[4, 7]"
4,1,3,11,0.29,8.0,7.4,False,False,[0],"[5, 9, 11]"
5,2,1,5,0.11,10.0,5.0,False,False,[2],"[10, 11]"
6,2,2,9,0.24,34.0,7.8,False,False,"[1, 3]",[8]
7,2,3,7,0.09,11.0,5.2,False,False,[1],[7]
8,3,1,3,0.1,27.0,2.5,False,False,"[2, 6]",[11]
9,3,2,4,0.2,11.0,8.0,False,False,[5],[10]
10,4,1,6,0.11,2.0,4.5,False,False,[3],[10]
11,5,1,2,0.23,9.0,7.2,False,False,"[4, 8, 9]",[12]
12,5,2,1,0.12,40.0,2.2,False,False,"[3, 4, 7]",[12]
13,6,1,0,0.08,33.0,1.3,False,True,"[10, 11]",[]
