node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,1,0.15,31.0,1000,True,False,[],"[1, 2]"
2,1,1,1,0.15,15.0,12,False,False,[0],[3]
3,1,2,1,0.08,35.0,4,False,False,[0],"[3, 4, 5]"
4,2,1,1,0.11,28.0,10,False,False,"[1, 2]","[6, 8, 9]"
5,2,2,1,0.12,30.0,5,False,False,[2],"[7, 10, 12]"
6,2,3,1,0.04,1.0,6,False,False,[2],[9]
7,3,1,1,0.15,2.0,12,False,False,[3],[10]
8,3,2,1,0.1,16.0,5,False,False,[4],[10]
9,4,1,1,0.11,25.0,10,False,False,[3],[11]
10,4,2,1,0.04,13.0,6,False,False,"[3, 5]",[11]
11,4,3,1,0.06,40.0,3,False,False,"[4, 6, 7]","[12, 11]"
12,5,1,1,0.04,39.0,3,False,False,"[8, 9, 10]",[13]
13,5,2,1,0.07,18.0,8,False,False,"[4, 10]",[13]
14,6,1,1,0.1,8.0,5,False,True,"[11, 12]",[]
