node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,5,0.13,20.0,1000.0,True,False,[],"[1, 2]"
2,1,1,12,0.05,15.0,3.0,False,False,[0],"[4, 6]"
3,1,2,4,0.2,37.0,4.4,False,False,[0],"[3, 5]"
4,2,1,3,0.03,32.0,1.3,False,False,[2],"[7, 9]"
5,2,2,11,0.25,10.0,9.3,False,False,[1],"[8, 10]"
6,2,3,10,0.1,1.0,2.9,False,False,[2],[8]
7,3,1,9,0.25,14.0,9.8,False,False,[1],[10]
8,3,2,2,0.1,40.0,2.0,False,False,[3],[10]
9,4,1,8,0.22,4.0,8.2,False,False,"[4, 5]",[10]
10,4,2,7,0.22,25.0,6.2,False,False,[3],[11]
11,5,1,1,0.21,39.0,2.3,False,False,"[4, 6, 7, 8]",[12]
12,5,2,6,0.17,30.0,6.7,False,False,[9],[12]
13,6,1,0,0.23,11.0,3.5,False,True,"[10, 11]",[]
