node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,1,0.13,29.0,1000,True,False,[],"[1, 2]"
2,1,1,1,0.1,19.0,3,False,False,[0],[4]
3,1,2,1,0.05,39.0,5,False,False,[0],"[3, 7, 8]"
4,2,1,1,0.1,9.0,7,False,False,[2],[12]
5,2,2,1,0.06,27.0,3,False,False,[1],"[5, 6, 12, 13]"
6,3,1,1,0.04,6.0,4,False,False,[4],[10]
7,3,2,1,0.01,38.0,1,False,False,[4],"[9, 10, 11]"
8,3,3,1,0.08,9.0,6,False,False,[2],[13]
9,3,4,1,0.12,17.0,8,False,False,[2],[10]
10,4,1,1,0.08,16.0,3,False,False,[6],[12]
11,4,2,1,0.06,1.0,6,False,False,"[6, 8, 5]",[13]
12,4,3,1,0.07,13.0,6,False,False,[6],[12]
13,5,1,1,0.07,27.0,3,False,False,"[4, 3, 9, 11]",[14]
14,5,2,1,0.07,2.0,6,False,False,"[4, 7, 10]",[14]
15,6,1,1,0.03,30.0,2,False,True,"[12, 13]",[]
