node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,15,0.02,2.0,1000.0,True,False,[],"[1, 2, 3]"
2,1,1,14,0.29,20.0,5.7,False,False,[0],"[4, 5, 13]"
3,1,2,7,0.04,20.0,3.3,False,False,[0],[13]
4,1,3,13,0.22,39.0,4.3,False,False,[0],[6]
5,2,1,9,0.28,16.0,9.4,False,False,[1],"[8, 10, 14]"
6,2,2,12,0.22,7.0,3.9,False,False,[1],"[9, 12]"
7,2,3,11,0.1,9.0,2.2,False,False,[3],[7]
8,3,1,8,0.06,30.0,1.1,False,False,[6],"[14, 8]"
9,4,1,3,0.1,5.0,2.0,False,False,"[4, 7]",[13]
10,4,2,10,0.28,13.0,6.7,False,False,[5],[11]
11,4,3,4,0.29,22.0,7.4,False,False,[4],[13]
12,5,1,5,0.27,12.0,10.4,False,False,[9],[13]
13,5,2,6,0.22,3.0,4.5,False,False,[5],[13]
14,6,1,1,0.23,40.0,2.9,False,False,"[1, 2, 8, 10, 11, 12]",[15]
15,6,2,2,0.2,16.0,6.8,False,False,"[4, 7]",[15]
16,7,1,0,0.08,25.0,1.6,False,True,"[13, 14]",[]
