node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,13,0.07,31.0,1000.0,True,False,[],"[1, 2, 3, 4]"
2,1,1,12,0.2,12.0,6.1,False,False,[0],"[7, 8, 10, 11, 12]"
3,1,2,10,0.17,35.0,3.7,False,False,[0],[5]
4,1,3,9,0.2,19.0,5.3,False,False,[0],[9]
5,1,4,11,0.11,21.0,5.6,False,False,[0],"[5, 6]"
6,2,1,5,0.06,33.0,2.3,False,False,"[4, 2]",[9]
7,2,2,6,0.23,17.0,4.6,False,False,[4],[9]
8,2,3,7,0.12,15.0,5.7,False,False,[1],[9]
9,2,4,8,0.25,19.0,4.6,False,False,[1],[12]
10,3,1,1,0.2,14.0,3.4,False,False,"[3, 7, 5, 6]",[13]
11,3,2,3,0.13,20.0,4.7,False,False,[1],[13]
12,3,3,4,0.11,5.0,5.3,False,False,[1],[13]
13,3,4,2,0.01,5.0,1.8,False,False,"[1, 8]",[13]
14,4,1,0,0.29,23.0,2.5,False,True,"[9, 10, 11, 12]",[]
