node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,12,0.07,23.0,1000.0,True,False,[],"[1, 2, 3, 4]"
2,1,1,9,0.3,39.0,1.9,False,False,[0],"[6, 7, 9]"
3,1,2,10,0.27,10.0,8.9,False,False,[0],[5]
4,1,3,8,0.3,26.0,7.5,False,False,[0],[10]
5,1,4,11,0.1,30.0,4.9,False,False,[0],[8]
6,2,1,6,0.11,31.0,2.7,False,False,[2],[11]
7,2,2,4,0.26,17.0,3.9,False,False,[1],[10]
8,2,3,5,0.29,6.0,3.8,False,False,[1],[10]
9,2,4,7,0.24,3.0,6.0,False,False,[4],[11]
10,3,1,2,0.2,20.0,5.0,False,False,[1],[12]
11,3,2,1,0.14,8.0,2.9,False,False,"[3, 7, 6]",[12]
12,3,3,3,0.23,4.0,5.0,False,False,"[8, 5]",[12]
13,4,1,0,0.16,8.0,2.7,False,True,"[9, 10, 11]",[]
