node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,12,0.03,36.0,1000.0,True,False,[],"[1, 2, 3, 4]"
2,1,1,10,0.19,35.0,7.7,False,False,[0],[6]
3,1,2,11,0.23,28.0,2.0,False,False,[0],"[7, 8]"
4,1,3,8,0.2,29.0,4.0,False,False,[0],[8]
5,1,4,9,0.1,1.0,4.5,False,False,[0],[5]
6,2,1,5,0.12,22.0,6.1,False,False,[4],"[10, 11]"
7,2,2,6,0.3,30.0,6.7,False,False,[1],[8]
8,2,3,7,0.22,31.0,2.7,False,False,[2],[9]
9,3,1,3,0.07,2.0,3.5,False,False,"[2, 3, 6]",[11]
10,3,2,4,0.04,5.0,0.9,False,False,[7],[11]
11,4,1,2,0.1,10.0,3.7,False,False,[5],[12]
12,4,2,1,0.22,20.0,2.8,False,False,"[5, 8, 9]",[12]
13,5,1,0,0.29,12.0,3.9,False,True,"[10, 11]",[]
