node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,16,0.22,26.0,1000.0,True,False,[],[1]
2,1,1,15,0.15,22.0,2.7,False,False,[0],"[2, 3, 5, 11, 14]"
3,2,1,14,0.27,33.0,3.1,False,False,[1],"[4, 6, 15]"
4,3,1,13,0.14,4.0,7.2,False,False,[1],"[7, 14]"
5,3,2,11,0.29,1.0,9.5,False,False,[2],[9]
6,3,3,12,0.27,5.0,6.9,False,False,[1],[8]
7,3,4,8,0.28,19.0,5.4,False,False,[2],[12]
8,4,1,10,0.18,1.0,6.1,False,False,[3],[10]
9,4,2,9,0.12,17.0,3.0,False,False,[5],[12]
10,4,3,7,0.06,33.0,2.4,False,False,[4],[10]
11,5,1,4,0.13,5.0,5.8,False,False,"[7, 9]",[15]
12,5,2,6,0.04,21.0,3.0,False,False,[1],[14]
13,6,1,5,0.3,14.0,3.2,False,False,"[8, 6]","[13, 15]"
14,7,1,2,0.3,15.0,10.8,False,False,[12],[16]
15,7,2,3,0.29,24.0,7.8,False,False,"[1, 3, 11]",[16]
16,7,3,1,0.28,34.0,3.3,False,False,"[2, 12, 10]",[16]
17,8,1,0,0.01,3.0,0.5,False,True,"[13, 14, 15]",[]
