node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,15,0.12,18.0,1000.0,True,False,[],[1]
2,1,1,14,0.08,13.0,2.4,False,False,[0],"[2, 3, 10]"
3,2,1,12,0.22,8.0,3.3,False,False,[1],"[6, 8, 11, 14]"
4,2,2,13,0.13,13.0,3.8,False,False,[1],"[4, 7, 9]"
5,3,1,11,0.1,13.0,5.6,False,False,[3],"[5, 9]"
6,4,1,6,0.11,20.0,2.8,False,False,[4],"[14, 9]"
7,4,2,9,0.27,9.0,5.3,False,False,[2],[12]
8,4,3,7,0.21,25.0,7.7,False,False,[3],[12]
9,5,1,8,0.14,8.0,6.4,False,False,[2],[12]
10,5,2,3,0.19,13.0,3.1,False,False,"[3, 4, 5]",[13]
11,5,3,10,0.06,1.0,3.6,False,False,[1],[12]
12,5,4,5,0.1,36.0,1.2,False,False,[2],[14]
13,6,1,4,0.17,10.0,7.1,False,False,"[6, 7, 8, 10]",[13]
14,7,1,1,0.06,19.0,3.5,False,False,"[12, 9]",[15]
15,7,2,2,0.2,29.0,2.8,False,False,"[2, 5, 11]",[15]
16,8,1,0,0.03,2.0,0.7,False,True,"[13, 14]",[]
