node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,5,0.06,27.0,1000.0,True,False,[],"[1, 2, 3]"
2,1,1,4,0.08,39.0,2.8,False,False,[0],"[4, 7]"
3,1,2,15,0.03,7.0,1.6,False,False,[0],[10]
4,1,3,14,0.23,6.0,8.2,False,False,[0],"[5, 6]"
5,2,1,3,0.1,19.0,2.4,False,False,[1],"[8, 9]"
6,2,2,13,0.3,9.0,7.0,False,False,[3],"[9, 10, 13]"
7,2,3,12,0.13,2.0,4.4,False,False,[3],[13]
8,3,1,11,0.05,16.0,3.3,False,False,[1],"[12, 13]"
9,3,2,2,0.27,19.0,6.3,False,False,[4],[11]
10,3,3,10,0.18,37.0,3.4,False,False,"[4, 5]",[14]
11,3,4,9,0.28,7.0,8.6,False,False,"[5, 2]",[13]
12,4,1,1,0.3,31.0,6.0,False,False,[8],[15]
13,4,2,8,0.18,32.0,5.5,False,False,[7],[15]
14,4,3,7,0.28,33.0,8.2,False,False,"[5, 7, 10, 6]",[15]
15,4,4,6,0.07,14.0,1.5,False,False,[9],[15]
16,5,1,0,0.01,19.0,1.0,False,True,"[11, 12, 13, 14]",[]
