node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,1,0.13,36.0,1000,True,False,[],"[1, 2]"
2,1,1,1,0.01,6.0,3,False,False,[0],[5]
3,1,2,1,0.03,37.0,2,False,False,[0],"[3, 4, 6, 7]"
4,2,1,1,0.06,16.0,3,False,False,[2],[9]
5,2,2,1,0.02,15.0,4,False,False,[2],[13]
6,2,3,1,0.04,17.0,6,False,False,[1],[14]
7,2,4,1,0.09,1.0,9,False,False,[2],"[11, 12]"
8,2,5,1,0.06,38.0,7,False,False,[2],"[8, 10]"
9,3,1,1,0.07,3.0,8,False,False,[7],[11]
10,3,2,1,0.09,27.0,4,False,False,[3],[10]
11,4,1,1,0.07,30.0,4,False,False,"[7, 9]",[13]
12,4,2,1,0.06,5.0,7,False,False,"[6, 8]",[13]
13,4,3,1,0.1,7.0,10,False,False,[6],[13]
14,5,1,1,0.05,34.0,3,False,False,"[12, 4, 10, 11]",[15]
15,5,2,1,0.07,1.0,8,False,False,[5],[15]
16,6,1,1,0.08,14.0,4,False,True,"[13, 14]",[]
