node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,13,0.19,15.0,1000.0,True,False,[],[1]
2,1,1,12,0.29,3.0,3.2,False,False,[0],"[2, 3, 4, 5, 8, 9]"
3,2,1,11,0.28,8.0,6.6,False,False,[1],"[6, 12]"
4,2,2,10,0.24,21.0,7.5,False,False,[1],[6]
5,2,3,9,0.19,28.0,4.0,False,False,[1],"[6, 9]"
6,2,4,5,0.26,5.0,4.8,False,False,[1],[12]
7,3,1,8,0.17,33.0,3.2,False,False,"[2, 3, 4]",[7]
8,4,1,6,0.18,8.0,2.9,False,False,[6],"[10, 11]"
9,4,2,7,0.09,7.0,2.6,False,False,[1],[11]
10,5,1,4,0.16,15.0,6.3,False,False,"[1, 4]",[12]
11,5,2,2,0.18,34.0,3.5,False,False,[7],[12]
12,5,3,3,0.05,2.0,3.8,False,False,"[7, 8]",[12]
13,6,1,1,0.09,33.0,2.3,False,False,"[2, 5, 9, 10, 11]",[13]
14,7,1,0,0.1,10.0,3.0,False,True,[12],[]
