node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,9,0.2,36.0,1000.0,True,False,[],"[1, 2]"
2,1,1,7,0.1,31.0,2.4,False,False,[0],"[4, 5, 6, 8]"
3,1,2,8,0.03,40.0,3.0,False,False,[0],"[3, 7]"
4,2,1,5,0.13,8.0,2.6,False,False,[2],[6]
5,2,2,6,0.25,17.0,7.2,False,False,[1],[8]
6,2,3,4,0.12,40.0,1.8,False,False,[1],[6]
7,3,1,1,0.07,12.0,1.2,False,False,"[1, 3, 5]",[9]
8,3,2,3,0.13,2.0,3.6,False,False,[2],[9]
9,3,3,2,0.19,1.0,7.1,False,False,"[1, 4]",[9]
10,4,1,0,0.12,35.0,2.9,False,True,"[6, 7, 8]",[]
