node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,5,0.29,22.0,1000.0,True,False,[],"[1, 2, 3, 4]"
2,1,1,15,0.3,26.0,5.4,False,False,[0],[14]
3,1,2,14,0.04,3.0,1.7,False,False,[0],[6]
4,1,3,4,0.28,36.0,4.1,False,False,[0],"[7, 10]"
5,1,4,13,0.07,38.0,3.7,False,False,[0],"[5, 14]"
6,2,1,12,0.16,5.0,5.0,False,False,[4],[13]
7,2,2,11,0.17,14.0,6.1,False,False,[2],"[9, 11, 12]"
8,2,3,3,0.15,15.0,3.8,False,False,[3],[8]
9,3,1,2,0.28,21.0,4.1,False,False,[7],[14]
10,3,2,10,0.28,33.0,6.2,False,False,[6],[11]
11,3,3,9,0.25,18.0,10.0,False,False,[3],[14]
12,4,1,8,0.14,33.0,3.2,False,False,"[6, 9]",[15]
13,4,2,7,0.02,31.0,2.5,False,False,[6],[15]
14,4,3,6,0.04,5.0,1.7,False,False,[5],[15]
15,4,4,1,0.3,22.0,2.9,False,False,"[4, 1, 8, 10]",[15]
16,5,1,0,0.3,30.0,2.8,False,True,"[11, 12, 13, 14]",[]
