node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,1,0.14,32.0,1000,True,False,[],"[1, 2]"
2,1,1,1,0.11,21.0,9,False,False,[0],[5]
3,1,2,1,0.15,18.0,5,False,False,[0],"[3, 4, 10]"
4,2,1,1,0.14,1.0,10,False,False,[2],[6]
5,2,2,1,0.01,32.0,1,False,False,[2],[7]
6,2,3,1,0.01,4.0,2,False,False,[1],[8]
7,3,1,1,0.06,29.0,7,False,False,[3],[9]
8,3,2,1,0.07,31.0,3,False,False,[4],[10]
9,4,1,1,0.15,6.0,11,False,False,[5],[11]
10,4,2,1,0.12,10.0,10,False,False,[6],[11]
11,4,3,1,0.12,37.0,5,False,False,"[2, 7]",[11]
12,5,1,1,0.09,29.0,4,False,True,"[8, 9, 10]",[]
