node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,1,0.02,38.0,1000,True,False,[],"[1, 2, 3, 4, 5]"
2,1,1,1,0.06,6.0,6,False,False,[0],[6]
3,1,2,1,0.13,40.0,4,False,False,[0],[6]
4,1,3,1,0.11,30.0,9,False,False,[0],[9]
5,1,4,1,0.12,3.0,9,False,False,[0],[9]
6,1,5,1,0.11,21.0,9,False,False,[0],[7]
7,2,1,1,0.09,35.0,4,False,False,"[1, 2]",[8]
8,2,2,1,0.02,1.0,3,False,False,[5],[8]
9,3,1,1,0.06,27.0,3,False,False,"[7, 6]",[10]
10,3,2,1,0.01,28.0,2,False,False,"[4, 3]",[10]
11,4,1,1,0.01,35.0,1,False,True,"[8, 9]",[]
