node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,1,0.13,37.0,1000,True,False,[],"[1, 2]"
2,1,1,1,0.06,14.0,7,False,False,[0],"[7, 9, 10]"
3,1,2,1,0.01,36.0,1,False,False,[0],"[3, 4, 5, 6]"
4,2,1,1,0.09,26.0,9,False,False,[2],[8]
5,2,2,1,0.14,7.0,11,False,False,[2],[12]
6,2,3,1,0.01,36.0,1,False,False,[2],[6]
7,3,1,1,0.04,26.0,3,False,False,"[2, 5]",[11]
8,3,2,1,0.03,8.0,5,False,False,[1],[12]
9,3,3,1,0.02,16.0,4,False,False,[3],[12]
10,3,4,1,0.03,1.0,5,False,False,[1],[11]
11,3,5,1,0.11,1.0,9,False,False,[1],"[11, 12]"
12,4,1,1,0.07,17.0,3,False,False,"[6, 10, 9]",[13]
13,4,2,1,0.11,17.0,9,False,False,"[10, 4, 7, 8]",[13]
14,5,1,1,0.12,27.0,5,False,True,"[11, 12]",[]
