node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,1,0.1,24.0,1000,True,False,[],"[1, 2]"
2,1,1,1,0.11,4.0,10,False,False,[0],"[5, 6, 7]"
3,1,2,1,0.07,24.0,3,False,False,[0],"[3, 4, 8]"
4,2,1,1,0.06,31.0,3,False,False,[2],[9]
5,2,2,1,0.02,37.0,4,False,False,[2],[10]
6,2,3,1,0.08,2.0,8,False,False,[1],[9]
7,3,1,1,0.05,18.0,6,False,False,[1],[11]
8,3,2,1,0.12,1.0,10,False,False,[1],[11]
9,3,3,1,0.05,13.0,6,False,False,[2],[11]
10,3,4,1,0.01,35.0,1,False,False,"[3, 5]",[12]
11,3,5,1,0.01,5.0,3,False,False,[4],[12]
12,4,1,1,0.07,11.0,7,False,False,"[6, 7, 8]",[13]
13,4,2,1,0.15,39.0,5,False,False,"[10, 9]",[13]
14,5,1,1,0.11,33.0,5,False,True,"[11, 12]",[]
